Код,"Наименование специальности, направление подготовки",Уровень образования,Реализуемые формы обучения,Описание ООП,Учебный план,Аннотации рабочих программ дисциплин с приложением копий,Календарный учебный график,Методические и иные документы,Информации о практиках,Использование электронного обучения
03.04.02,"Физика (профиль ""Физика ядра и элементарных частиц"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1333817/%D0%9E%D0%9E%D0%9F_330802_%D0%A3%D0%AD%D0%A4_2020%20%D0%B3%D0%BE%D0%B4%20%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%D0%B0.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПервый методический документВторой методический документ,Практики,Нет
03.04.03,"Радиофизика (профиль ""Компьютерные методы обработки радиофизической информации"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1333041/33.08.03%20%D0%9E%D0%9E%D0%9F%20%D1%84%D1%85%D1%84%D0%B3%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАРегламент проведения ГИА с применением ЭО и ДОТ,Практики,Да
03.04.03,"Радиофизика (профиль ""Микроэлектроника и полупроводниковые приборы"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1298520/%D0%9E%D0%9F%D0%9E%D0%9F_01.05.01_%D0%A4%D0%9C%D0%B8%D0%9C_%D0%A1%D0%BE%D0%B2%D1%80.%20%D0%BC%D0%B5%D1%82%D0%BE%D0%B4%D1%8B%20%D1%82%D0%B5%D0%BE%D1%80%D0%B8%D0%B8%20%D1%84%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D0%B9_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАРегламент проведения ГИА с применением ЭО и ДОТ,Практики,Да
03.04.03,"Радиофизика (профиль ""Системы телекоммуникаций и радиоэлектронной борьбы"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1344420/04.05.01%20%D0%A4%D1%83%D0%BD%D0%B4%D0%B0%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%B8%20%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D0%B0%D0%B4%D0%BD%D0%B0%D1%8F%20%D1%85%D0%B8%D0%BC%D0%B8%D1%8F_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F__%D0%9E%D0%9E%D0%9F%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАРегламент проведения ГИА с применением ОЭ и ДОТ,Практики,Да
04.04.01,"Химия (профиль ""Органическая химия"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1317533/2020_%D0%9E%D0%9E%D0%9F_10.05.01%20%D0%9A%D0%BE%D0%BC%D0%BF%D1%8C%D1%8E%D1%82%D0%B5%D1%80%D0%BD%D0%B0%D1%8F%20%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D1%8C.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
04.04.01,"Химия (профиль ""Органическая химия"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1332296/%D0%9E%D0%9E%D0%9F_10.05.01_%D0%9C%D0%9C%D0%97%D0%98.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
04.04.01,"Химия (профиль ""Физическая химия"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1298864/%D0%9E%D0%9E%D0%9F_10.05.04_%D0%98%D0%90%D0%A1%D0%91_%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC.%20%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF.%20%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81.%20%D0%B8%20%D1%8D%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC.%20%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D1%83%D1%80_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАРекомендации ВКР,Практики,Да
04.04.01,"Химия (профиль ""Экспертная химия"")",высшее образование – магистратура,очно-заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1362649/%D0%9E%D0%9E%D0%9F_21.05.02_%D0%9F%D1%80%D0%B8%D0%BA%D0%BB%D0%B0%D0%B4%D0%BD%D0%B0%D1%8F%20%D0%B3%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАРекомендации и требования по оформлению ВКР,Практики,Да
04.04.01,"Химия (профиль ""Экспертная химия"")",высшее образование – магистратура,очно-заочная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1322500/%D0%9E%D0%9E%D0%9F%2030.05.01%20%D0%9C%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%B8%D0%BE%D1%85%D0%B8%D0%BC%D0%B8%D1%8F%202020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАРекоменации и требования по оформлению ВКР,Практики,Да
04.04.02,"Химия, физика и механика материалов (профиль ""Химия, физика и механика новых функциональных материалов и наноматериалов"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1326485/2020%20%D0%9E%D0%9E%D0%9F%2030.05.03_%D0%9C%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%B8%D0%B1%D0%B5%D1%80%D0%BD%D0%B5%D1%82%D0%B8%D0%BA%D0%B0.pdf,Уч. план ООП,Аннотация к ООПРПД,Уч. график ООП,Положение о ГИАРекомендации к оформлению ВКР,ПрактикиРПП,Да
05.04.01,"Геология (профиль ""Фундаментальные исследования в геологии"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1332814/33_05_01_%D0%A4%D0%90%D0%A0%D0%9C%D0%90%D0%A6%D0%98%D0%AF_%D0%9F%D0%9B%D0%AE%D0%A1_%D0%9F%D0%9B%D0%AE%D0%A1_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%A4%D0%90%D0%A0%D0%9C_%D0%9F%D0%A0%D0%98%D0%95%D0%9C%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
05.04.02,"География (профиль ""Территориальное планирование и ландшафтное проектирование"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1349320/37.05.02_%D0%9F%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%20%D1%81%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D0%BE%D0%B9%20%D0%B4%D0%B5%D1%8F%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8_%D0%9F%D1%81%D0%B8%D1%85%D0%BE%D0%BB.%20%D0%BE%D0%B1%D0%B5%D1%81%D0%BF%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%81%D0%BB%D1%83%D0%B6.%20%D0%B4%D0%B5%D1%8F%D1%82-%D1%82%D0%B8%20%D0%B2%20%D1%8D%D0%BA%D1%81%D1%82%D1%80.%20%D1%83%D1%81%D0%BB%D0%BE%D0%B2%D0%B8%D1%8F%D1%85_%D1%81%D0%BF%D0%B5%D1%86_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%A4%D0%98%D0%9F%D0%A1%D0%98_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические указания по производственной практикеоформление ВКР,Практики,Да
05.04.06,"Экология и природопользование (профиль ""Экологическая безопасность"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1332929/%D0%9E%D0%9E%D0%9F%2038.05.01_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D1%8C_%D0%B7%D0%B0%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Нет,Аннотация к ООП,Нет,Положение о ГИА,Практики,Нет
05.04.06,"Экология и природопользование (профиль ""Экологический мониторинг и оценка воздействия на окружающую среду"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1332900/%D0%9E%D0%9E%D0%9F%2038.05.01_%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D1%8C_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАметодические указания по производственной практикеоформление ВКР,Практики,Да
06.04.01,"Биология (профиль ""Биофизика"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/2024399/%D0%9E%D0%9E%D0%9F%2038.05.02%20%D0%A2%D0%B0%D0%BC%D0%BE%D0%B6%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%B4%D0%B5%D0%BB%D0%BE%202020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
06.04.01,"Биология (профиль ""Генетика"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1319072/%D0%9E%D0%9E%D0%9F_40.05.04_%D0%A1%D1%83%D0%B4%D0%B5%D0%B1%D0%BD%D0%B0%D1%8F%20%D0%B8%20%D0%BF%D1%80%D0%BE%D0%BA%D1%83%D1%80%D0%BE%D1%80%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B4%D0%B5%D1%8F%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D1%8C_%D0%9F%D1%80%D0%BE%D0%BA%D1%83%D1%80%D0%BE%D1%80%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B4%D0%B5%D1%8F%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D1%8C_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D1%8E%D1%80%D0%B8%D0%B4._2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
06.04.01,"Биология (профиль ""Медико-биологические науки"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1320856/%D0%9E%D0%9F%D0%9E%D0%9F%20%D0%A1%D0%9F%D0%9E%2009.02.03%20%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B2%20%D0%BA%D0%BE%D0%BC%D0%BF%D1%8C%D1%8E%D1%82%D0%B5%D1%80%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0%D1%85.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
06.04.01,"Биология (профиль ""Экология"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1332267/20.02.01%20%D0%A0%D0%B0%D1%86%20%D0%B8%D1%81%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%20%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BE%D1%85%D0%BE%D0%B7%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%D0%BE%D0%B2_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%93%D0%93%D0%B8%D0%A2_2020%20.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
06.04.02,"Почвоведение (профиль ""Генезис и эволюция почв естественных и техногенных ландшафтов"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1361257/31.02.04_%D0%9C%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BE%D0%BF%D1%82%D0%B8%D0%BA%D0%B0_%D0%9C%D0%B5%D0%B4.%D0%BE%D0%BF%D1%82%D0%B8%D0%BA%D0%B0%283%D0%B3.10%D0%BC%29_%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D1%84%D0%B8%D0%B7%D1%84%D0%B0%D0%BA_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Да
06.04.02,"Почвоведение (профиль ""Генезис и эволюция почв естественных и техногенных ландшафтов"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1333010/33.02.01_%D0%A4%D0%90%D0%A0%D0%9C%D0%90%D0%A6%D0%98%D0%AF_%D0%9E%D0%A7%D0%9D%D0%90%D0%AF_%D0%9E%D0%9F%D0%9E%D0%9F%20%D0%A1%D0%9F%D0%9E_%D0%A4%D0%90%D0%A0%D0%9C_2020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Нет,Нет,Да
09.04.02,"Информационные системы и технологии (профиль ""Анализ и синтез информационных систем"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1320551/%D0%9E%D0%9F%D0%9E%D0%9F_38.02.01_2020%D0%B3..pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
09.04.02,"Информационные системы и технологии (профиль ""Анализ и синтез информационных систем"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1320933/%D0%9E%D0%9F%D0%9E%D0%9F%20%D0%A1%D0%9F%D0%9E%2038.02.01%20%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%B8%20%D0%B1%D1%83%D1%85%D0%B3%D0%B0%D0%BB%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D0%B9%20%D1%83%D1%87%D0%B5%D1%82%20%28%D0%BF%D0%BE%20%D0%BE%D1%82%D1%80%D0%B0%D1%81%D0%BB%D1%8F%D0%BC%29.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
09.04.02,"Информационные системы и технологии (профиль ""Информационные технологии в менеджменте"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1301855/%D0%9E%D0%9E%D0%9F_42.02.01_%D0%A0%D0%B5%D0%BA%D0%BB%D0%B0%D0%BC%D0%B0_2020.pdf,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
09.04.02,"Информационные системы и технологии (профиль ""Информационные технологии в менеджменте"")",высшее образование – магистратура,очная,https://edu.vsu.ru/pluginfile.php/64314/mod_data/content/1354757/%D0%9E%D0%9F%D0%9E%D0%9F_%D0%A1%D0%9F%D0%9E%2043.02.10_2020.pdf,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
09.04.02,"Информационные системы и технологии (профиль ""Мобильные приложения и компьютерные игры"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
09.04.02,"Информационные системы и технологии (профиль ""Мобильные приложения и компьютерные игры"")",высшее образование – магистратура,очная,Описание АОП,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
09.04.02,"Информационные системы и технологии (профиль ""Системы прикладного искусственного интеллекта"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
09.04.02,"Информационные системы и технологии (профиль ""Системы прикладного искусственного интеллекта"")",высшее образование – магистратура,очная,Описание АОП,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
14.04.02,"Ядерные физика и технологии (профиль ""Физика атомного ядра и частиц"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПервый методический документВторой методический документТретий методический документ,Практики,Нет
14.04.02,"Ядерные физика и технологии (профиль ""Физика атомного ядра и частиц"")",высшее образование – магистратура,очная,Описание АОП,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПервый методический документВторой методический документ,Практики,Нет
37.04.01,"Психология (профиль ""Клинико-психологическое сопровождение личности"")",высшее образование – магистратура,очно-заочная,Описание ООП,Уч. план ООП,Нет,Уч. график ООП,Положение о ГИАМетод. материалы,Нет,Да
37.04.01,"Психология (профиль ""Клинико-психологическое сопровождение личности"")",высшее образование – магистратура,очно-заочная,Описание АОП,Нет,Нет,Нет,Положение о ГИА,Нет,Да
37.04.01,"Психология (профиль ""Психология личности"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Нет,Уч. график ООП,Положение о ГИАМетод. материалы,Нет,Да
37.04.01,"Психология (профиль ""Психология личности"")",высшее образование – магистратура,очная,Описание АОП,Нет,Нет,Нет,Положение о ГИА,Нет,Да
38.04.01,"Экономика (профиль ""Бизнес в развивающихся рынках"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
38.04.01,"Экономика (профиль ""Учет, анализ и аудит"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по аналитической практикеМетодические рекомендации по преддипломной практике,Практики,Да
38.04.01,"Экономика (профиль ""Учет, анализ и аудит"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по аналитической практикеМетодические рекомендации по преддипломной практике,Практики,Да
38.04.01,"Экономика (профиль ""Учет, анализ и контроль в здравоохранении"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
38.04.01,"Экономика (профиль ""Финансовый аналитик: инвестиции, кредитоспособность, риски"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
38.04.01,"Экономика (профиль ""Экономика организаций и рынков"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Практики,Нет
38.04.01,"Экономика (профиль ""Экономика организаций и рынков"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Практики,Нет
38.04.02,"Менеджмент (профиль ""Международный бизнес"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
38.04.02,"Менеджмент (профиль ""Международный бизнес"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
38.04.02,"Менеджмент (профиль ""Современные технологии менеджмента"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Нет,Уч. график ООП,Нет,Нет,Нет
38.04.02,"Менеджмент (профиль ""Современные технологии менеджмента"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Нет,Уч. график ООП,Нет,Нет,Нет
38.04.02,"Менеджмент (профиль ""Современные технологии менеджмента"")",высшее образование – магистратура,очно-заочная,Описание ООП,Нет,Нет,Нет,Нет,Нет,Нет
38.04.02,"Менеджмент (профиль ""Управление здравоохранением"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Практики,Нет
38.04.03,"Управление персоналом (профиль ""Управление человеческими ресурсами и брендом работодателя в цифровой экономике"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Нет,Уч. график ООП,Нет,Нет,Нет
38.04.04,"Государственное и муниципальное управление (профиль ""Управление социально-экономическим развитием территории"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПособие по организации практикПособие по подготовке ВКР,Практики,Да
38.04.04,"Государственное и муниципальное управление (профиль ""Управление социально-экономическим развитием территории"")",высшее образование – магистратура,очно-заочная,Описание ООП,Нет,Аннотация к ООП,Нет,Положение о ГИАПособие по организации практикПособие по подготовке ВКР,Практики,Да
38.04.05,"Бизнес-информатика (профиль ""Информационная бизнес-аналитика"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
38.04.05,"Бизнес-информатика (профиль ""Информационная бизнес-аналитика"")",высшее образование – магистратура,заочная,Описание АОП,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИАПрограмма ГИАМетодические указания по оформлению ВКР,Практики,Да
38.04.08,"Финансы и кредит (профиль ""Банки и банковская деятельность"")",высшее образование – магистратура,заочная,Описание ООП,Нет,Аннотация к ООП,Нет,Нет,Нет,Да
38.04.08,"Финансы и кредит (профиль ""Банки и банковская деятельность"")",высшее образование – магистратура,очная,Описание ООП,Нет,Аннотация к ООП,Нет,Нет,Нет,Да
38.04.08,"Финансы и кредит (профиль ""Банковское сопровождение контрактов"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Нет
38.04.08,"Финансы и кредит (профиль ""Финансовый менеджмент"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Да
38.04.08,"Финансы и кредит (профиль ""Финансовый менеджмент"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Да
38.04.08,"Финансы и кредит (профиль ""Финансовый менеджмент"")",высшее образование – магистратура,очно-заочная,Описание ООП,Нет,Аннотация к ООП,Нет,Нет,Нет,Да
40.04.01,"Юриспруденция (профиль ""Договорное право"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по самостоят. работе_40.04.01...Методические рекомедации по НИР_40.04.01_Магистратура,Практики,Да
40.04.01,"Юриспруденция (профиль ""Договорное право"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по самостоят. работе_40.04.01...Методические рекомедации по НИР_40.04.01_Магистратура,Практики,Да
40.04.01,"Юриспруденция (профиль ""Криминалистика; судебно-экспертная, оперативно-розыскная и адвокатская деятельности"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по организации самостоятельной...Методические рекомендации по организвции научно-исследовательской...,Практики,Да
40.04.01,"Юриспруденция (профиль ""Криминалистика; судебно-экспертная, оперативно-розыскная и адвокатская деятельности"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по организации самостоятельной...Методические рекомендации по организвции научно-исследовательской...,Практики,Да
40.04.01,"Юриспруденция (профиль ""Международное право и бизнес"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Нет,Да
40.04.01,"Юриспруденция (профиль ""Международное право и бизнес"")",высшее образование – магистратура,заочная,Описание АОП,Нет,Аннотация к АОП,Нет,Положение о ГИА,Нет,Да
40.04.01,"Юриспруденция (профиль ""Налогообложение и гражданское законодательство"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Нет,Уч. график ООП,Нет,Нет,Да
40.04.01,"Юриспруденция (профиль ""Налогообложение и гражданское законодательство"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Нет,Уч. график ООП,Нет,Нет,Да
40.04.01,"Юриспруденция (профиль ""Организация судебной власти и правоохранительной деятельности"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по НИРМетодические рекомендации по самостоятельной работе,Практики,Да
40.04.01,"Юриспруденция (профиль ""Правовые технологии разрешения юридических конфликтов"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по НИРМетодические рекомендации по самостоятельной работе,Практики,Да
40.04.01,"Юриспруденция (профиль ""Теория и история государства и права"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по НИРМетодические рекомендации по самостоятельной работе,Практики,Да
40.04.01,"Юриспруденция (профиль ""Уголовное право и криминология; уголовно-исполнительное право"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по НИРМетодические рекомендации по самостоятельной работе,Практики,Да
40.04.01,"Юриспруденция (профиль ""Уголовный процесс"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАметодические рекомендации по самостоятельной работеМетодические рекомендации по НИР,Практики,Да
40.04.01,"Юриспруденция (профиль ""Юридическая защита в административном и административном процессуальном праве"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПервый методический документВторой методический документ,Практики,Да
40.04.01,"Юриспруденция (профиль ""Юридическая защита в административном и административном процессуальном праве"")",высшее образование – магистратура,заочная,Описание АОП,Нет,Аннотация к АОП,Нет,Положение о ГИА,Практики,Да
40.04.01,"Юриспруденция (профиль ""Юридическая защита в административном и административном процессуальном праве"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПервый методический документВторой методический документ,Практики,Да
40.04.01,"Юриспруденция (профиль ""Юридическая защита в административном и административном процессуальном праве"")",высшее образование – магистратура,очная,Описание АОП,Нет,Аннотация к АОП,Нет,Положение о ГИА,Практики,Да
40.04.01,"Юриспруденция (профиль ""Юрист в сфере трудового, социального и земельного права"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПервый методический документВторой методический документ,Практики,Да
40.04.01,"Юриспруденция (профиль ""Юрист в сфере трудового, социального и земельного права"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАПервый методический документВторой методический документ,Практики,Да
40.04.01,"Юриспруденция (профиль ""Юрист органов публичной власти"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по НИРМетодические рекомендации по организации самостоятельной...,Практики,Да
