Код,"Наименование специальности, направление подготовки",Уровень образования,Реализуемые формы обучения,Описание ООП,Учебный план,Аннотации рабочих программ дисциплин с приложением копий,Календарный учебный график,Методические и иные документы,Информации о практиках,Использование электронного обучения
40.04.01,"Юриспруденция (профиль ""Юрист органов публичной власти"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодические рекомендации по НИР,Практики,Да
41.04.01,"Зарубежное регионоведение (профиль ""Европейские исследования"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Нет,Нет,Да
41.04.01,"Зарубежное регионоведение (профиль ""Европейские исследования"")",высшее образование – магистратура,очная,Описание АОП,Уч. план АОП,Аннотация к АОП,Нет,Нет,Нет,Да
41.04.04,"Политология (профиль ""Анализ политики и политическая экспертиза"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
41.04.05,"Международные отношения (профиль ""Международная интеграция и международные организации"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИА,Практики,Да
42.04.01,"Реклама и связи с общественностью (профиль ""Реклама и связи с общественностью в СМИ"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Нет,Уч. график ООП,Положение о ГИАЗадачник,Практики,Да
42.04.01,"Реклама и связи с общественностью (профиль ""Реклама и связи с общественностью в СМИ"")",высшее образование – магистратура,очная,Описание АОП,Уч. план АОП,Нет,Уч. график АОП,Нет,Нет,Да
42.04.02,"Журналистика (профиль ""СМИ и Интернет"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодическое пособие по ВКР,Нет,Да
42.04.02,"Журналистика (профиль ""СМИ и Интернет"")",высшее образование – магистратура,очная,Описание АОП,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Нет,Да
43.04.02,"Туризм (профиль ""Планирование и проектирование в туризме"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАоформление ВКР,Практики,Да
44.03.02,"Психолого-педагогическое образование (профиль ""Психология и педагогика творческой деятельности"")",высшее образование – магистратура,очная,Описание ООП,Нет,Аннотация к ООП,Нет,Положение о ГИА,Нет,Нет
44.03.02,"Психолого-педагогическое образование (профиль ""Психология и педагогика творческой деятельности"")",высшее образование – магистратура,очная,Описание АОП,Нет,Аннотация к АОП,Нет,Положение о ГИА,Нет,Нет
44.04.01,"Педагогическое образование (профиль ""Преподавание иностранных языков с использованием он-лайн технологий в сфере школьного и дополнительного образования"")",высшее образование – магистратура,заочная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодическое пособие по выполнению НИР и ВКРМетодические указания по выполнению курсовой работы,Практики,Да
44.04.01,"Педагогическое образование (профиль ""Преподавание иностранных языков с использованием он-лайн технологий в сфере школьного и дополнительного образования"")",высшее образование – магистратура,заочная,Описание АОП,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
44.04.01,"Педагогическое образование (профиль ""Преподавание иностранных языков с использованием он-лайн технологий в сфере школьного и дополнительного образования"")",высшее образование – магистратура,очная,Описание ООП,Уч. план ООП,Аннотация к ООП,Уч. график ООП,Положение о ГИАМетодическое пособие по выполнению НИР и ВКРМетодические указания по выполнению курсовой работы,Практики,Да
44.04.01,"Педагогическое образование (профиль ""Преподавание иностранных языков с использованием он-лайн технологий в сфере школьного и дополнительного образования"")",высшее образование – магистратура,очная,Описание АОП,Уч. план АОП,Аннотация к АОП,Уч. график АОП,Положение о ГИА,Практики,Да
45.04.01,"Филология (профиль ""Психолингвистика и лингвокриминалистика"")",высшее образование – магистратура,заочная,Описание ООП,Нет,Аннотация к ООП,Нет,Положение о ГИАПрограмма ГИА,Практики,Да
